customer_id,age,job,marital,education,default,balance,home_loan,personal_loan,contact,deposit
1040,31,technician,single,secondary,no,1819,yes,no,unknown,no
1041,44,technician,single,tertiary,no,678,no,no,cellular,no
1042,35,entrepreneur,married,secondary,no,2971,no,no,cellular,no
1043,48,management,single,tertiary,no,830,no,no,cellular,yes
1044,49,admin.,married,secondary,no,3608,yes,no,unknown,yes
1045,37,admin.,married,tertiary,no,3221,no,no,cellular,yes
1046,31,technician,single,tertiary,no,1109,no,no,cellular,yes
1047,50,management,married,secondary,no,0,yes,no,unknown,no
1048,31,self-employed,single,secondary,no,762,no,no,cellular,no
1049,40,housemaid,married,tertiary,no,795,yes,no,unknown,no
1050,49,admin.,divorced,secondary,no,169,yes,no,unknown,no
1051,23,services,single,secondary,no,488,no,no,cellular,yes
1052,28,technician,single,tertiary,no,676,no,no,cellular,yes
1053,36,management,single,tertiary,no,13,no,yes,cellular,no
1054,35,blue-collar,married,secondary,no,80,yes,yes,cellular,no
1055,34,admin.,married,tertiary,no,69,no,yes,cellular,yes
1056,32,services,married,secondary,no,1273,yes,no,cellular,yes
1057,47,unemployed,married,primary,no,324,no,no,cellular,yes
1058,46,blue-collar,married,secondary,no,922,yes,no,telephone,no
1059,32,services,divorced,secondary,no,454,yes,no,cellular,yes
1060,38,technician,single,secondary,no,0,no,no,cellular,no
1061,61,retired,married,tertiary,no,32685,no,no,cellular,yes
1062,19,student,single,secondary,no,329,no,no,cellular,yes
1063,38,services,single,primary,no,3715,yes,no,telephone,no
1064,27,technician,single,tertiary,no,1075,no,no,cellular,yes
1065,57,management,married,tertiary,no,4929,yes,no,telephone,no
1066,35,blue-collar,married,primary,no,624,yes,no,unknown,no
1067,30,blue-collar,married,secondary,no,321,yes,no,cellular,no
1068,26,services,divorced,primary,no,633,yes,no,unknown,no
1069,29,self-employed,single,tertiary,no,3290,no,no,cellular,yes
1070,23,student,single,unknown,no,854,yes,no,unknown,yes
1071,37,management,married,tertiary,no,89,yes,no,unknown,no
1072,46,entrepreneur,married,secondary,no,0,no,yes,cellular,no
1073,48,blue-collar,married,primary,no,595,no,no,cellular,no
1074,33,management,married,tertiary,no,158,no,no,cellular,yes
1075,36,services,married,secondary,no,981,no,no,unknown,yes
1076,55,retired,divorced,secondary,no,-268,no,yes,cellular,yes
1077,31,blue-collar,married,secondary,no,30,yes,no,unknown,no
1078,34,admin.,married,secondary,no,1467,yes,no,cellular,no
1079,30,admin.,married,secondary,no,8781,yes,no,cellular,yes
1080,55,housemaid,married,primary,no,0,yes,no,cellular,yes
1081,58,retired,married,secondary,no,2714,no,no,cellular,yes
1082,37,services,married,secondary,no,4017,no,no,cellular,yes
1083,20,student,single,secondary,no,215,no,no,cellular,yes
1084,48,management,married,tertiary,no,1600,no,no,cellular,no
1085,31,admin.,single,tertiary,no,383,no,yes,cellular,no
1086,31,management,single,tertiary,no,4331,yes,no,cellular,no
1087,35,management,single,tertiary,no,1750,yes,no,cellular,no
1088,46,self-employed,married,tertiary,no,-80,yes,no,unknown,no
1089,57,retired,single,primary,no,604,no,no,cellular,no
1090,62,retired,married,tertiary,no,2557,yes,no,cellular,yes
1091,64,retired,divorced,secondary,no,630,no,no,cellular,no
1092,54,blue-collar,married,secondary,no,1636,no,no,telephone,yes
1093,27,admin.,single,tertiary,no,832,no,no,cellular,no
1094,75,retired,married,secondary,no,291,no,no,cellular,yes
1095,52,technician,married,secondary,no,136,no,no,cellular,no
1096,42,technician,single,secondary,no,-321,no,no,cellular,no
1097,32,entrepreneur,single,tertiary,no,-34,yes,no,cellular,yes
1098,55,blue-collar,divorced,unknown,no,103,yes,no,cellular,no
1099,55,blue-collar,married,secondary,no,467,no,no,cellular,no
1100,20,student,single,secondary,no,215,no,no,cellular,yes
1101,35,technician,single,secondary,no,4645,yes,no,cellular,no
1102,32,technician,single,tertiary,no,5514,no,no,telephone,yes
1103,58,blue-collar,married,secondary,no,544,no,no,unknown,no
1104,44,technician,married,tertiary,no,1818,yes,yes,cellular,yes
1105,37,technician,single,secondary,no,3665,no,no,cellular,yes
1106,31,management,married,tertiary,no,546,no,no,cellular,no
1107,38,management,divorced,tertiary,no,547,yes,no,unknown,no
1108,31,technician,married,secondary,no,450,no,yes,cellular,no
1109,47,entrepreneur,married,tertiary,no,0,no,no,telephone,no
1110,48,technician,married,secondary,no,178,yes,no,unknown,no
1111,52,management,married,secondary,no,5193,no,no,cellular,no
1112,28,admin.,single,secondary,no,2,yes,no,cellular,yes
1113,24,self-employed,single,tertiary,no,931,yes,no,unknown,no
1114,32,blue-collar,single,primary,no,398,yes,no,cellular,yes
1115,31,blue-collar,married,secondary,no,41,yes,no,unknown,no
1116,31,admin.,single,tertiary,no,355,yes,no,cellular,yes
1117,32,services,married,secondary,no,315,no,no,cellular,no
1118,44,blue-collar,married,primary,no,2657,yes,no,unknown,no
1119,29,self-employed,married,tertiary,no,1,no,no,cellular,no
1120,29,unemployed,single,tertiary,no,497,yes,no,cellular,yes
1121,23,management,single,tertiary,no,1807,no,no,cellular,yes
1122,37,management,married,tertiary,no,203,no,no,cellular,yes
1123,34,entrepreneur,married,tertiary,no,1076,yes,no,cellular,yes
1124,46,management,married,secondary,no,21,yes,no,cellular,no
1125,49,technician,married,tertiary,no,523,yes,no,cellular,yes
1126,36,self-employed,married,tertiary,no,4515,yes,no,unknown,no
1127,33,technician,married,secondary,no,256,yes,no,cellular,no
1128,56,admin.,married,primary,no,0,yes,no,cellular,no
1129,30,technician,married,secondary,no,207,yes,no,unknown,no
1130,56,retired,married,secondary,no,1894,yes,no,unknown,no
1131,36,management,single,tertiary,no,8,no,no,cellular,no
1132,37,management,married,tertiary,no,5432,yes,yes,unknown,no
1133,36,management,single,secondary,no,1511,yes,no,cellular,yes
1134,33,self-employed,single,tertiary,no,658,yes,no,cellular,no
1135,34,housemaid,married,tertiary,no,1265,yes,no,unknown,no
1136,35,technician,married,tertiary,no,944,no,no,cellular,no
1137,42,blue-collar,married,secondary,no,366,yes,no,cellular,yes
1138,29,admin.,single,secondary,no,163,yes,yes,unknown,yes
1139,58,admin.,divorced,secondary,no,3337,yes,no,telephone,yes
1140,37,unemployed,single,secondary,no,443,no,no,cellular,yes
1141,78,retired,married,tertiary,no,1204,no,no,telephone,yes
1142,44,services,married,secondary,no,522,no,yes,unknown,yes
1143,40,admin.,married,secondary,no,767,yes,no,cellular,no
1144,40,blue-collar,single,unknown,no,24,yes,no,unknown,no
1145,49,management,married,tertiary,no,1167,yes,yes,cellular,yes
1146,35,management,divorced,tertiary,no,538,yes,no,unknown,no
1147,33,services,married,secondary,no,930,no,yes,cellular,no
1148,44,management,married,tertiary,no,1451,yes,no,cellular,no
1149,35,management,single,tertiary,no,1496,yes,no,cellular,no
1150,47,management,married,tertiary,no,866,no,no,unknown,no
1151,33,blue-collar,single,tertiary,no,700,no,no,cellular,yes
1152,31,technician,married,tertiary,no,1570,yes,no,cellular,yes
1153,38,technician,married,secondary,no,381,yes,no,unknown,no
1154,45,entrepreneur,married,secondary,no,242,no,yes,cellular,no
1155,37,admin.,single,primary,no,912,yes,no,cellular,yes
1156,48,services,divorced,primary,no,2805,no,yes,cellular,no
1157,59,management,married,tertiary,no,1,yes,no,cellular,yes
1158,68,retired,divorced,primary,no,2027,no,no,cellular,yes
1159,33,services,single,unknown,no,2297,no,no,cellular,yes
1160,40,blue-collar,married,primary,no,1758,yes,no,unknown,yes
1161,60,technician,married,primary,no,65,yes,no,unknown,yes
1162,30,blue-collar,single,secondary,no,49,no,no,cellular,yes
1163,37,technician,married,secondary,no,0,yes,no,cellular,no
1164,33,technician,single,tertiary,no,127,yes,no,cellular,yes
1165,39,management,married,unknown,no,76,no,no,cellular,yes
1166,27,blue-collar,married,secondary,no,4333,no,no,cellular,yes
1167,27,services,single,secondary,no,167,no,yes,cellular,no
1168,62,blue-collar,married,secondary,no,180,no,no,cellular,yes
1169,36,management,married,tertiary,no,242,yes,no,cellular,no
1170,40,admin.,single,secondary,no,100,yes,no,cellular,yes
1171,21,student,single,secondary,no,224,no,no,cellular,yes
1172,57,technician,divorced,secondary,no,3105,yes,no,unknown,no
1173,22,management,single,tertiary,no,104,no,yes,cellular,yes
1174,31,student,single,tertiary,no,64,no,no,cellular,yes
1175,61,admin.,married,secondary,no,4608,no,no,cellular,yes
1176,36,entrepreneur,divorced,tertiary,no,776,no,yes,cellular,yes
1177,37,services,married,secondary,no,483,yes,no,cellular,no
1178,46,management,married,secondary,no,-27,yes,no,cellular,no
1179,50,management,married,tertiary,yes,72,no,no,cellular,no
1180,41,technician,single,tertiary,no,-89,yes,no,cellular,no
1181,40,retired,single,secondary,no,1400,no,no,unknown,no
1182,44,admin.,married,tertiary,no,348,yes,yes,cellular,yes
1183,39,self-employed,married,tertiary,no,1047,no,no,unknown,yes
1184,27,technician,married,secondary,no,7102,yes,no,unknown,no
1185,33,technician,married,secondary,no,0,no,no,cellular,no
1186,33,management,single,tertiary,no,2485,yes,no,cellular,no
1187,47,technician,married,secondary,no,2246,yes,no,cellular,no
1188,28,admin.,single,secondary,no,762,no,no,cellular,yes
1189,29,services,married,secondary,no,376,no,yes,telephone,no
1190,41,blue-collar,married,secondary,no,2717,yes,yes,cellular,no
1191,35,management,married,tertiary,no,2161,no,no,cellular,yes
1192,32,student,single,unknown,no,1583,yes,no,unknown,no
1193,36,blue-collar,single,secondary,no,111,yes,no,cellular,no
1194,37,technician,married,secondary,no,157,yes,no,unknown,no
1195,34,self-employed,single,tertiary,no,36,no,no,telephone,no
1196,43,management,divorced,tertiary,no,2367,no,no,cellular,yes
1197,36,management,single,tertiary,no,876,yes,no,unknown,no
1198,27,admin.,married,secondary,no,-97,yes,no,unknown,yes
1199,55,management,divorced,tertiary,no,2383,no,no,cellular,yes
1200,46,unemployed,divorced,secondary,no,41,yes,no,unknown,no
1201,54,management,married,tertiary,no,1411,no,no,cellular,no
1202,34,technician,single,secondary,no,1313,no,no,cellular,no
1203,38,technician,married,unknown,no,90,yes,yes,unknown,no
1204,33,admin.,divorced,secondary,no,661,yes,no,cellular,no
1205,74,retired,married,tertiary,no,1843,no,no,cellular,yes
1206,40,admin.,married,tertiary,no,764,yes,no,unknown,yes
1207,32,admin.,single,secondary,no,131,yes,no,cellular,yes
1208,32,blue-collar,single,primary,no,1918,yes,no,cellular,no
1209,25,admin.,married,secondary,no,894,yes,no,unknown,no
1210,40,management,married,tertiary,no,2487,no,no,cellular,no
1211,30,student,single,tertiary,no,3300,no,no,cellular,yes
1212,69,retired,married,unknown,no,426,no,no,telephone,yes
1213,68,retired,married,tertiary,no,2812,no,no,cellular,yes
1214,45,admin.,divorced,secondary,no,2353,yes,no,cellular,yes
1215,51,management,divorced,tertiary,no,0,yes,no,cellular,no
1216,36,technician,married,tertiary,no,4596,yes,no,cellular,yes
1217,31,unemployed,single,secondary,no,284,yes,no,cellular,yes
1218,24,student,single,secondary,no,423,yes,no,unknown,no
1219,58,management,divorced,primary,no,5914,no,no,unknown,no
1220,59,retired,married,secondary,no,163,no,no,cellular,no
1221,46,self-employed,married,secondary,no,567,no,no,cellular,no
1222,79,retired,married,primary,no,8556,no,no,telephone,yes
1223,38,admin.,divorced,secondary,no,0,no,no,unknown,no
1224,71,retired,married,tertiary,no,653,no,no,telephone,yes
1225,53,self-employed,married,tertiary,no,20,yes,no,cellular,no
1226,35,technician,single,secondary,no,27,yes,no,cellular,yes
1227,27,admin.,single,secondary,no,3,yes,no,cellular,no
1228,36,technician,single,secondary,no,651,no,no,cellular,yes
1229,50,technician,divorced,secondary,no,8016,no,no,cellular,no
1230,31,entrepreneur,single,secondary,no,0,no,no,telephone,yes
1231,53,blue-collar,married,unknown,no,2509,no,no,telephone,yes
1232,23,unemployed,single,primary,no,1003,no,no,telephone,yes
1233,47,entrepreneur,divorced,secondary,no,186,no,no,cellular,no
1234,57,management,married,tertiary,no,3431,yes,no,cellular,no
1235,27,student,single,tertiary,no,5291,no,no,cellular,yes
1236,44,management,married,primary,no,558,no,no,cellular,yes
1237,30,management,single,tertiary,no,-218,yes,no,cellular,no
1238,49,blue-collar,married,primary,no,23,yes,no,unknown,no
1239,56,retired,married,primary,no,9367,no,no,cellular,yes
1240,46,technician,divorced,secondary,no,-90,no,yes,telephone,yes
1241,47,technician,divorced,secondary,no,84,no,no,cellular,no
1242,35,blue-collar,married,unknown,no,1084,yes,no,cellular,no
1243,46,management,married,tertiary,no,699,no,no,cellular,yes
1244,59,retired,married,primary,no,1423,yes,no,unknown,no
1245,29,blue-collar,single,secondary,no,734,yes,yes,cellular,yes
1246,55,retired,married,secondary,no,241,yes,no,unknown,no
1247,34,unemployed,single,secondary,no,15,no,no,cellular,yes
1248,49,admin.,married,secondary,no,197,yes,no,cellular,yes
1249,31,management,married,tertiary,no,1812,no,no,cellular,yes
1250,59,retired,divorced,secondary,no,914,no,no,cellular,no
1251,47,management,single,tertiary,no,372,no,no,cellular,yes
1252,56,technician,single,primary,no,145,yes,no,telephone,no
1253,33,management,single,tertiary,no,30,yes,no,cellular,yes
1254,41,management,married,tertiary,no,27696,no,no,cellular,yes
1255,49,technician,married,tertiary,no,503,no,no,unknown,no
1256,18,student,single,primary,no,608,no,no,cellular,yes
1257,31,management,single,secondary,no,360,yes,no,cellular,yes
1258,48,technician,married,secondary,no,568,yes,no,cellular,yes
1259,46,services,married,primary,no,437,yes,no,cellular,yes
1260,31,technician,single,tertiary,no,882,no,no,cellular,yes
1261,44,blue-collar,single,secondary,no,712,yes,yes,cellular,yes
1262,69,management,married,tertiary,no,840,no,no,telephone,yes
1263,30,unemployed,single,secondary,no,2424,no,no,cellular,yes
1264,28,admin.,married,secondary,no,0,yes,no,cellular,no
1265,35,entrepreneur,married,tertiary,no,-31,yes,no,cellular,no
1266,37,entrepreneur,divorced,tertiary,no,66,no,no,cellular,yes
1267,48,unemployed,divorced,secondary,no,201,no,no,cellular,yes
1268,33,technician,single,secondary,no,-479,no,no,cellular,no
1269,30,management,married,tertiary,no,131,yes,no,cellular,yes
1270,33,unemployed,married,secondary,no,1211,no,no,cellular,yes
1271,54,services,married,unknown,no,0,yes,no,cellular,yes
1272,39,self-employed,single,tertiary,no,2298,yes,yes,cellular,no
1273,41,management,married,tertiary,no,141,yes,yes,unknown,no
1274,28,management,single,tertiary,no,185,no,no,cellular,no
1275,36,admin.,single,secondary,no,206,yes,no,unknown,no
1276,84,retired,married,secondary,no,81204,no,no,telephone,yes
1277,31,technician,divorced,secondary,no,304,no,no,cellular,no
1278,48,management,married,primary,no,1513,no,no,cellular,no
1279,41,technician,married,secondary,no,128,yes,no,cellular,no
1280,26,admin.,single,tertiary,no,2532,yes,yes,cellular,yes
1281,30,management,married,tertiary,no,0,no,no,cellular,no
1282,23,self-employed,single,tertiary,no,780,no,no,cellular,yes
1283,37,admin.,married,secondary,no,1110,yes,no,telephone,yes
1284,39,services,married,tertiary,no,1493,no,no,cellular,yes
1285,35,management,married,tertiary,no,244,yes,no,cellular,no
1286,32,blue-collar,married,secondary,no,783,yes,no,unknown,yes
1287,27,management,single,tertiary,no,1720,no,no,cellular,yes
1288,35,technician,divorced,secondary,no,3549,yes,no,cellular,no
1289,25,blue-collar,single,secondary,no,389,no,no,cellular,yes
1290,39,blue-collar,divorced,secondary,no,36,yes,no,unknown,no
1291,34,blue-collar,married,primary,no,329,yes,no,cellular,yes
1292,57,blue-collar,married,primary,no,630,yes,no,unknown,no
1293,60,retired,divorced,secondary,no,514,no,no,cellular,yes
1294,34,services,single,secondary,no,2257,no,yes,telephone,no
1295,45,services,single,primary,no,1893,yes,no,unknown,yes
1296,60,retired,married,primary,no,566,no,yes,cellular,no
1297,35,admin.,married,secondary,no,-244,yes,yes,cellular,no
1298,60,retired,married,tertiary,no,2557,yes,no,cellular,yes
1299,50,technician,divorced,secondary,no,0,no,no,cellular,yes
1300,45,management,single,tertiary,no,997,no,yes,cellular,no
1301,48,management,married,tertiary,yes,0,no,yes,cellular,no
1302,34,management,married,tertiary,no,8000,no,no,cellular,yes
1303,56,management,married,primary,no,405,no,no,cellular,no
1304,52,blue-collar,married,secondary,no,1117,yes,no,cellular,no
1305,47,management,single,tertiary,no,159,no,no,telephone,yes
1306,30,services,single,secondary,no,773,yes,yes,unknown,no
1307,49,blue-collar,married,primary,no,361,yes,no,unknown,yes
1308,46,blue-collar,married,primary,no,-388,yes,yes,cellular,no
1309,36,student,single,secondary,no,17,no,no,cellular,yes
1310,42,blue-collar,married,primary,no,-97,yes,no,cellular,no
1311,55,blue-collar,married,secondary,no,0,no,no,unknown,yes
1312,42,technician,single,secondary,yes,-1129,yes,no,unknown,yes
1313,42,blue-collar,married,primary,no,201,yes,no,cellular,yes
1314,53,admin.,single,secondary,no,291,no,no,unknown,no
1315,43,unemployed,single,tertiary,no,983,yes,no,cellular,yes
1316,37,technician,married,secondary,no,28,no,no,cellular,no
1317,31,technician,single,secondary,no,200,no,no,cellular,no
1318,49,blue-collar,married,secondary,no,30,yes,no,unknown,no
1319,56,admin.,divorced,primary,no,0,no,yes,cellular,no
1320,26,management,divorced,tertiary,no,667,no,no,telephone,no
1321,35,admin.,married,secondary,no,0,no,no,cellular,no
1322,32,blue-collar,married,secondary,no,476,yes,no,cellular,yes
1323,40,admin.,married,secondary,no,824,yes,no,cellular,no
1324,38,technician,married,tertiary,no,202,no,no,cellular,yes
1325,59,admin.,divorced,secondary,no,-41,yes,yes,unknown,no
1326,34,services,married,secondary,no,1337,no,no,cellular,yes
1327,43,technician,married,secondary,no,3723,yes,no,cellular,no
1328,55,self-employed,married,secondary,no,2408,no,no,telephone,no
1329,24,student,single,secondary,no,1234,no,no,cellular,yes
1330,48,services,divorced,unknown,no,973,no,no,cellular,yes
1331,38,technician,married,secondary,no,185,no,yes,cellular,no
1332,32,technician,married,tertiary,no,514,yes,no,unknown,no
1333,50,admin.,married,secondary,no,10250,yes,no,cellular,yes
1334,45,management,married,tertiary,no,547,no,no,cellular,yes
1335,24,student,single,secondary,no,387,no,no,telephone,yes
1336,34,entrepreneur,married,secondary,no,223,no,yes,cellular,no
1337,29,services,divorced,secondary,no,-7,yes,no,cellular,yes
1338,27,blue-collar,single,secondary,no,3792,no,no,cellular,yes
1339,32,management,married,tertiary,no,2204,no,no,cellular,no
1340,42,technician,married,secondary,no,314,no,no,cellular,no
1341,31,self-employed,married,tertiary,no,2666,no,no,telephone,yes
1342,30,technician,married,secondary,no,394,no,no,cellular,no
1343,34,blue-collar,married,primary,no,3,yes,no,telephone,no
1344,26,technician,single,tertiary,no,515,no,no,cellular,yes
1345,40,blue-collar,divorced,unknown,no,528,yes,no,cellular,no
1346,31,unemployed,single,secondary,no,2616,no,no,cellular,yes
1347,34,technician,divorced,secondary,no,8,yes,no,cellular,no
1348,32,management,single,tertiary,no,1742,no,no,unknown,no
1349,46,blue-collar,married,secondary,no,640,yes,no,cellular,yes
1350,36,blue-collar,single,secondary,no,-175,yes,no,unknown,no
1351,34,technician,married,tertiary,no,2069,no,no,cellular,no
1352,47,blue-collar,married,primary,no,673,yes,yes,unknown,no
1353,47,technician,married,secondary,no,-9,no,no,cellular,no
1354,51,services,married,secondary,no,122,no,yes,cellular,no
1355,38,admin.,married,secondary,no,755,yes,no,cellular,yes
1356,56,blue-collar,married,unknown,no,665,yes,no,unknown,no
1357,36,admin.,married,tertiary,no,586,yes,no,cellular,no
1358,44,technician,single,secondary,no,250,no,no,telephone,yes
1359,45,management,married,tertiary,no,210,yes,no,cellular,no
1360,43,blue-collar,married,primary,no,232,no,yes,cellular,no
1361,45,admin.,divorced,primary,no,429,yes,no,cellular,yes
1362,32,management,married,tertiary,no,169,no,no,telephone,yes
1363,37,entrepreneur,single,secondary,no,-22,yes,no,cellular,yes
1364,46,admin.,divorced,secondary,no,1342,yes,no,cellular,no
1365,52,services,married,secondary,no,2081,yes,no,unknown,no
1366,59,blue-collar,married,unknown,no,337,no,no,unknown,no
1367,55,technician,married,secondary,no,276,yes,no,unknown,no
1368,50,management,divorced,primary,no,-6,yes,no,unknown,no
1369,37,services,married,secondary,no,0,yes,no,cellular,no
1370,43,housemaid,married,primary,no,25,no,no,cellular,no
1371,29,management,single,tertiary,no,36252,yes,no,cellular,yes
1372,18,student,single,unknown,no,108,no,no,cellular,yes
1373,30,student,single,unknown,no,4468,no,no,cellular,yes
1374,39,services,married,secondary,no,304,yes,yes,unknown,no
1375,41,management,married,tertiary,no,298,no,no,cellular,no
1376,29,blue-collar,married,secondary,no,3310,no,no,cellular,no
1377,26,technician,single,secondary,no,354,no,no,cellular,yes
1378,49,blue-collar,single,primary,no,2146,yes,no,cellular,yes
1379,32,technician,single,tertiary,no,569,no,yes,cellular,no
1380,47,technician,married,secondary,no,568,yes,no,telephone,no
1381,49,management,single,tertiary,no,1556,yes,no,cellular,no
1382,37,management,divorced,tertiary,no,-42,yes,no,cellular,yes
1383,40,admin.,married,secondary,no,1327,yes,yes,unknown,no
1384,44,technician,divorced,secondary,no,982,yes,no,unknown,yes
1385,49,management,married,tertiary,yes,-6847,no,yes,cellular,no
1386,45,technician,married,secondary,no,3395,yes,no,cellular,no
1387,51,blue-collar,married,primary,no,0,yes,yes,cellular,yes
1388,60,housemaid,divorced,primary,no,1412,no,no,cellular,no
1389,80,retired,married,primary,no,155,no,no,telephone,yes
1390,32,services,divorced,secondary,no,4612,yes,no,cellular,no
1391,50,management,divorced,tertiary,no,2564,yes,no,cellular,no
1392,58,admin.,married,secondary,no,855,no,no,cellular,no
1393,36,housemaid,divorced,tertiary,no,7296,yes,no,cellular,no
1394,30,student,single,secondary,no,48,no,no,cellular,yes
1395,55,housemaid,married,primary,no,1563,yes,no,cellular,no
1396,32,technician,single,secondary,no,1732,yes,no,cellular,yes
1397,54,technician,married,secondary,no,3967,no,yes,cellular,no
1398,42,entrepreneur,single,primary,no,103,yes,no,unknown,no
1399,32,self-employed,married,tertiary,no,1214,no,no,cellular,no
1400,35,technician,divorced,secondary,no,515,yes,yes,cellular,no
1401,26,self-employed,single,secondary,no,467,yes,yes,unknown,no
1402,36,blue-collar,married,secondary,no,1193,no,no,cellular,yes
1403,45,services,divorced,secondary,no,396,yes,yes,cellular,no
1404,30,services,divorced,secondary,no,0,no,no,cellular,no
1405,28,self-employed,single,tertiary,no,4579,no,no,cellular,yes
1406,36,admin.,married,secondary,no,162,yes,yes,cellular,no
1407,30,blue-collar,single,secondary,no,906,yes,yes,unknown,no
1408,45,blue-collar,married,secondary,no,0,no,no,cellular,no
1409,60,entrepreneur,married,primary,no,83,yes,no,cellular,no
1410,31,management,married,tertiary,no,877,no,no,cellular,yes
1411,34,blue-collar,married,secondary,no,261,yes,no,cellular,no
1412,53,blue-collar,married,secondary,no,4380,no,no,telephone,no
1413,44,services,married,secondary,no,3536,no,no,cellular,no
1414,44,self-employed,married,secondary,no,706,no,no,unknown,yes
1415,31,self-employed,married,tertiary,no,229,no,no,cellular,no
1416,35,entrepreneur,divorced,secondary,no,80,no,no,cellular,no
1417,61,management,married,tertiary,no,477,yes,no,cellular,yes
1418,37,management,single,tertiary,no,0,no,no,cellular,no
1419,28,blue-collar,single,secondary,no,759,yes,no,unknown,yes
1420,27,technician,single,tertiary,no,11862,no,no,cellular,yes
1421,75,retired,married,primary,no,3324,no,no,cellular,no
1422,25,admin.,single,secondary,no,483,no,yes,cellular,no
1423,29,blue-collar,single,unknown,no,694,yes,yes,cellular,yes
1424,26,technician,single,secondary,no,2,yes,yes,unknown,no
1425,33,technician,married,secondary,no,133,no,no,cellular,yes
1426,25,student,single,secondary,no,1747,yes,no,cellular,yes
1427,50,admin.,married,secondary,no,1575,no,no,cellular,no
1428,26,management,single,tertiary,no,222,no,no,cellular,yes
1429,49,management,married,tertiary,no,395,no,no,cellular,yes
1430,67,retired,married,tertiary,no,1341,no,no,cellular,yes
1431,43,entrepreneur,married,secondary,no,0,no,no,unknown,yes
1432,30,technician,married,secondary,no,-280,yes,no,cellular,no
1433,37,technician,married,tertiary,no,341,no,no,cellular,yes
1434,48,management,married,primary,no,427,no,no,cellular,no
1435,35,blue-collar,married,unknown,no,4822,yes,no,unknown,yes
1436,40,management,married,tertiary,no,-17,yes,yes,cellular,yes
1437,53,blue-collar,married,secondary,no,3079,no,no,cellular,no
1438,34,management,single,tertiary,no,681,no,no,cellular,yes
1439,54,admin.,divorced,secondary,no,0,yes,yes,cellular,no
1440,30,technician,married,secondary,no,2326,no,no,cellular,yes
1441,39,management,divorced,tertiary,no,4692,yes,no,telephone,no
1442,34,blue-collar,married,secondary,no,157,yes,no,cellular,no
1443,41,management,divorced,tertiary,no,1757,no,no,cellular,yes
1444,64,retired,married,unknown,no,679,no,no,telephone,yes
1445,49,blue-collar,married,primary,no,247,no,yes,cellular,no
1446,49,technician,married,secondary,no,808,yes,no,cellular,yes
1447,35,management,married,tertiary,no,178,no,no,cellular,no
1448,63,blue-collar,married,secondary,no,641,no,no,cellular,yes
1449,80,retired,married,primary,no,1468,no,no,cellular,yes
1450,36,entrepreneur,single,tertiary,no,145,yes,no,cellular,no
1451,31,management,single,tertiary,no,3,no,no,cellular,no
1452,35,unemployed,single,tertiary,no,154,no,no,cellular,yes
1453,60,self-employed,married,tertiary,no,10861,no,no,cellular,yes
1454,43,management,divorced,tertiary,no,2367,no,no,cellular,yes
1455,64,retired,married,secondary,no,1612,no,no,cellular,yes
1456,24,admin.,married,secondary,no,230,yes,no,cellular,no
1457,37,management,married,tertiary,no,658,yes,no,cellular,yes
1458,32,admin.,married,tertiary,no,0,yes,no,unknown,no
1459,45,technician,married,secondary,no,1998,no,no,cellular,yes
1460,46,technician,married,secondary,no,68,yes,yes,unknown,no
1461,31,blue-collar,married,primary,no,605,yes,no,unknown,no
1462,28,technician,single,tertiary,no,4513,yes,no,unknown,no
1463,42,admin.,married,secondary,no,1133,yes,no,cellular,no
1464,32,student,single,tertiary,no,1138,no,no,cellular,yes
1465,38,technician,married,tertiary,no,88,no,no,cellular,yes
1466,34,blue-collar,married,secondary,no,-436,yes,no,unknown,no
1467,61,self-employed,divorced,tertiary,no,6,yes,no,cellular,yes
1468,41,blue-collar,divorced,secondary,no,-104,yes,no,unknown,no
1469,42,blue-collar,married,primary,no,2103,yes,no,cellular,yes
1470,36,management,married,tertiary,no,1113,no,no,cellular,yes
1471,32,student,single,secondary,no,1102,no,no,telephone,yes
1472,55,retired,married,secondary,no,1431,no,yes,cellular,no
1473,52,admin.,married,primary,no,204,no,no,cellular,no
1474,33,management,married,tertiary,no,621,no,no,cellular,no
1475,38,unemployed,married,secondary,no,0,no,no,cellular,no
1476,28,technician,single,tertiary,no,1628,yes,no,cellular,yes
1477,56,blue-collar,married,primary,no,136,no,no,cellular,no
1478,39,admin.,married,unknown,no,378,no,no,unknown,no
1479,34,management,married,tertiary,no,362,yes,no,unknown,no
1480,41,services,divorced,secondary,no,-19,yes,no,unknown,no
1481,32,management,married,tertiary,no,794,yes,yes,cellular,yes
1482,83,retired,divorced,primary,no,1097,no,no,telephone,yes
1483,52,technician,divorced,secondary,no,152,no,no,cellular,yes
1484,46,services,married,primary,no,4343,yes,no,unknown,yes
1485,30,services,single,primary,no,5746,yes,no,telephone,no
1486,57,retired,married,primary,no,207,yes,no,unknown,no
1487,38,admin.,single,secondary,no,100,yes,no,unknown,yes
1488,54,retired,divorced,tertiary,no,3076,no,no,cellular,yes
1489,24,student,single,secondary,no,597,yes,no,cellular,yes
1490,54,self-employed,married,secondary,no,203,yes,no,telephone,no
1491,46,blue-collar,married,secondary,no,524,yes,no,telephone,no
1492,28,technician,single,tertiary,no,4987,no,no,cellular,yes
1493,28,technician,single,tertiary,no,558,yes,no,cellular,no
1494,38,technician,married,secondary,no,5115,yes,no,cellular,yes
1495,38,management,married,tertiary,no,179,no,no,unknown,yes
