customer_id,age,job,marital,education,default,balance,home_loan,personal_loan,contact
10496,53,blue-collar,married,secondary,no,1103,yes,yes,cellular
10497,52,housemaid,married,primary,no,10943,no,no,cellular
10498,61,retired,married,secondary,no,2801,yes,yes,cellular
10499,56,retired,married,primary,no,63,no,no,cellular
10500,35,management,single,tertiary,no,304,yes,no,cellular
10501,31,management,single,tertiary,no,515,no,no,cellular
10502,49,technician,married,unknown,no,-287,yes,no,unknown
10503,40,technician,married,secondary,no,40,yes,no,cellular
10504,47,management,married,tertiary,no,288,no,no,cellular
10505,51,technician,married,secondary,no,196,yes,yes,cellular
10506,42,admin.,single,secondary,no,1143,yes,yes,telephone
10507,29,admin.,single,secondary,no,-498,yes,no,cellular
10508,53,unknown,married,unknown,no,549,no,no,telephone
10509,54,management,divorced,tertiary,no,487,yes,no,unknown
10510,32,services,single,unknown,no,2378,no,no,cellular
10511,23,technician,single,secondary,no,4,yes,no,cellular
10512,33,technician,married,secondary,no,3071,yes,yes,cellular
10513,53,technician,divorced,unknown,no,629,yes,no,cellular
10514,29,management,single,tertiary,no,428,no,no,cellular
10515,31,blue-collar,married,secondary,no,2910,yes,no,unknown
10516,42,management,married,tertiary,no,2665,yes,no,cellular
10517,40,blue-collar,married,secondary,no,5060,no,no,unknown
10518,44,self-employed,married,tertiary,no,1196,no,no,cellular
10519,55,retired,married,secondary,no,2312,no,no,unknown
10520,36,technician,single,secondary,yes,-487,yes,no,cellular
10521,66,retired,married,primary,no,206,no,no,cellular
10522,32,self-employed,married,primary,no,102,yes,no,cellular
10523,54,retired,divorced,secondary,no,2761,no,no,cellular
10524,45,technician,married,secondary,no,3492,yes,yes,unknown
10525,41,technician,single,unknown,no,5372,yes,no,cellular
10526,31,blue-collar,married,secondary,no,-720,yes,yes,unknown
10527,37,blue-collar,married,secondary,no,288,yes,no,cellular
10528,30,services,married,secondary,no,1808,yes,no,cellular
10529,34,management,married,tertiary,no,0,no,no,cellular
10530,54,entrepreneur,married,tertiary,no,84,no,no,cellular
10531,48,blue-collar,married,primary,no,3304,no,no,unknown
10532,36,management,single,unknown,no,62,no,no,cellular
10533,29,blue-collar,married,primary,no,-235,yes,no,cellular
10534,28,management,single,tertiary,no,2725,no,no,cellular
10535,36,management,married,tertiary,no,625,yes,no,cellular
10536,45,management,married,tertiary,no,160,no,no,cellular
10537,37,self-employed,married,secondary,yes,0,yes,no,cellular
10538,36,technician,married,tertiary,no,1109,no,no,cellular
10539,29,admin.,married,tertiary,no,238,no,no,cellular
10540,33,unemployed,married,tertiary,no,3335,no,no,cellular
10541,37,blue-collar,divorced,secondary,no,614,yes,no,unknown
10542,47,management,married,tertiary,no,4693,no,yes,cellular
10543,33,unemployed,single,tertiary,no,157,yes,no,unknown
10544,34,entrepreneur,married,tertiary,no,0,yes,no,cellular
10545,80,retired,married,primary,no,155,no,no,telephone
10546,36,entrepreneur,married,secondary,no,546,no,no,cellular
10547,52,blue-collar,married,secondary,no,955,no,yes,cellular
10548,58,retired,married,secondary,no,235,no,no,cellular
10549,32,management,single,tertiary,no,974,yes,no,unknown
10550,29,technician,married,secondary,no,2326,no,no,cellular
10551,29,self-employed,single,tertiary,no,121,yes,no,unknown
10552,29,technician,single,secondary,yes,-397,yes,no,unknown
10553,33,entrepreneur,married,secondary,no,135,yes,no,cellular
10554,38,technician,married,secondary,no,1,yes,no,cellular
10555,52,management,married,primary,no,48,no,no,unknown
10556,33,technician,married,secondary,no,0,yes,yes,cellular
10557,34,admin.,married,secondary,no,2064,yes,no,unknown
10558,28,services,single,secondary,no,159,yes,no,telephone
10559,45,housemaid,married,primary,no,317,yes,no,cellular
10560,28,management,single,secondary,no,-994,yes,yes,cellular
10561,41,technician,married,secondary,no,4004,no,no,cellular
10562,31,management,single,tertiary,no,-173,yes,no,unknown
10563,73,retired,married,unknown,no,739,no,no,cellular
10564,34,technician,married,secondary,no,4,yes,no,cellular
10565,39,admin.,divorced,secondary,no,399,yes,yes,cellular
10566,48,entrepreneur,single,tertiary,no,318,yes,no,cellular
10567,37,entrepreneur,married,tertiary,no,7944,no,no,cellular
10568,40,technician,married,primary,no,284,yes,no,cellular
10569,50,management,single,tertiary,no,297,yes,no,unknown
10570,39,entrepreneur,married,tertiary,no,942,yes,no,cellular
10571,45,entrepreneur,married,secondary,no,781,no,yes,cellular
10572,31,blue-collar,married,secondary,no,557,yes,yes,unknown
10573,38,technician,married,tertiary,no,127,yes,no,cellular
10574,27,technician,single,tertiary,no,2781,yes,no,cellular
10575,57,services,divorced,primary,no,1367,no,no,unknown
10576,31,blue-collar,married,secondary,no,369,yes,yes,unknown
10577,60,blue-collar,married,primary,no,5,no,no,cellular
10578,42,management,divorced,secondary,no,-272,no,no,cellular
10579,56,unemployed,married,secondary,no,660,yes,no,unknown
10580,51,management,married,tertiary,no,4,yes,no,cellular
10581,56,self-employed,married,secondary,no,784,no,yes,cellular
10582,63,retired,divorced,primary,no,109,no,no,cellular
10583,39,management,married,tertiary,no,562,no,no,cellular
10584,55,management,divorced,tertiary,no,608,yes,no,cellular
10585,42,blue-collar,married,primary,no,1673,yes,no,cellular
10586,40,entrepreneur,single,secondary,no,5,no,yes,cellular
10587,35,technician,married,secondary,no,1368,no,no,cellular
10588,31,management,married,tertiary,no,4148,yes,no,cellular
10589,31,unemployed,single,secondary,no,1214,no,no,cellular
10590,43,services,married,secondary,no,774,no,no,cellular
10591,38,admin.,married,secondary,no,326,yes,no,cellular
10592,38,services,married,secondary,no,2669,yes,no,cellular
10593,74,retired,married,tertiary,no,4912,no,no,telephone
10594,36,management,married,tertiary,no,535,no,no,cellular
10595,32,management,married,tertiary,no,-383,yes,no,unknown
10596,23,student,single,secondary,no,794,no,no,cellular
10597,65,retired,married,secondary,no,23421,no,no,cellular
10598,30,blue-collar,single,secondary,no,971,yes,no,cellular
10599,40,technician,single,tertiary,no,1646,yes,no,cellular
10600,77,retired,married,unknown,no,1807,no,no,telephone
10601,35,management,married,tertiary,no,82,no,no,cellular
10602,28,services,single,secondary,no,6332,yes,no,telephone
10603,43,technician,married,tertiary,no,2643,no,no,cellular
10604,28,student,single,secondary,no,1377,yes,no,cellular
10605,34,admin.,married,tertiary,no,69,no,yes,cellular
10606,27,services,single,secondary,no,504,yes,no,cellular
10607,32,management,single,tertiary,no,9317,no,no,cellular
10608,38,technician,married,secondary,no,0,no,no,cellular
10609,31,blue-collar,married,primary,no,-848,yes,no,unknown
10610,35,management,married,tertiary,no,3168,no,no,cellular
10611,46,admin.,married,secondary,no,368,no,no,cellular
10612,37,management,single,tertiary,no,1730,no,no,cellular
10613,29,admin.,single,secondary,no,1261,no,no,cellular
10614,49,management,single,tertiary,no,1350,yes,yes,cellular
10615,57,housemaid,divorced,primary,no,0,no,no,unknown
10616,36,services,married,secondary,no,4721,no,no,cellular
10617,36,blue-collar,single,secondary,no,3623,no,no,unknown
10618,46,management,married,tertiary,yes,-337,no,yes,cellular
10619,30,technician,single,secondary,no,281,no,no,cellular
10620,37,technician,married,secondary,no,1707,yes,no,cellular
10621,76,retired,married,secondary,no,820,no,no,telephone
10622,25,admin.,single,secondary,no,654,no,no,cellular
10623,47,blue-collar,married,secondary,no,303,no,no,unknown
10624,56,management,married,secondary,no,230,no,no,unknown
10625,25,student,single,secondary,no,304,no,no,cellular
10626,66,self-employed,married,tertiary,no,147,no,no,telephone
10627,30,management,single,tertiary,no,102,yes,no,cellular
10628,33,technician,married,secondary,no,1968,yes,no,cellular
10629,25,student,single,secondary,no,679,no,no,cellular
10630,39,student,single,tertiary,no,2103,no,no,cellular
10631,46,admin.,single,secondary,no,1693,yes,no,cellular
10632,72,retired,married,secondary,no,1129,no,no,cellular
10633,35,services,married,unknown,no,618,no,no,cellular
10634,31,blue-collar,single,secondary,no,530,no,yes,cellular
10635,34,admin.,married,secondary,no,-312,yes,no,unknown
10636,39,technician,single,secondary,no,1048,yes,yes,cellular
10637,36,technician,divorced,secondary,no,1,no,no,cellular
10638,37,management,married,tertiary,no,-57,yes,no,cellular
10639,32,self-employed,married,secondary,no,67,no,no,cellular
10640,31,management,single,tertiary,no,409,no,yes,cellular
10641,49,admin.,married,secondary,no,1096,yes,no,cellular
10642,41,blue-collar,married,secondary,no,1954,no,no,cellular
10643,43,blue-collar,married,primary,no,1401,yes,no,unknown
10644,33,management,single,tertiary,no,432,no,no,telephone
10645,78,retired,divorced,secondary,no,3219,no,no,cellular
10646,72,retired,married,tertiary,no,3561,no,no,telephone
10647,43,blue-collar,married,unknown,no,245,yes,no,cellular
10648,50,technician,divorced,secondary,no,-298,yes,no,cellular
10649,26,blue-collar,single,secondary,no,-29,yes,no,cellular
10650,46,services,married,primary,no,116,yes,no,cellular
10651,40,management,married,tertiary,no,964,yes,no,telephone
10652,51,self-employed,married,secondary,no,1178,no,no,cellular
10653,34,blue-collar,married,primary,no,-1,yes,no,cellular
10654,26,technician,single,tertiary,no,192,yes,no,unknown
10655,56,housemaid,single,tertiary,no,1947,no,no,unknown
10656,47,self-employed,married,tertiary,no,192,no,no,telephone
10657,29,management,single,tertiary,no,765,no,no,cellular
10658,47,blue-collar,married,secondary,no,3630,yes,no,unknown
10659,38,management,married,tertiary,no,238,no,no,cellular
10660,46,blue-collar,divorced,secondary,no,138,no,no,cellular
10661,44,management,married,tertiary,no,4119,yes,yes,telephone
10662,48,unknown,single,unknown,no,1819,no,no,cellular
10663,30,admin.,single,secondary,no,127,yes,no,cellular
10664,28,management,single,tertiary,no,637,yes,no,cellular
10665,53,self-employed,married,secondary,no,248,no,yes,cellular
10666,49,blue-collar,married,primary,no,-232,no,yes,cellular
10667,36,technician,married,tertiary,no,4596,yes,no,cellular
10668,61,self-employed,married,tertiary,no,10861,no,no,cellular
10669,25,management,single,tertiary,no,3902,no,no,cellular
10670,27,blue-collar,single,secondary,no,317,yes,no,unknown
10671,49,admin.,divorced,secondary,no,1718,no,yes,cellular
10672,32,technician,married,secondary,no,11431,no,no,cellular
10673,27,management,single,unknown,no,3196,no,no,cellular
10674,33,blue-collar,single,unknown,no,129,yes,yes,cellular
10675,43,technician,married,secondary,no,136,no,no,cellular
10676,30,unemployed,married,secondary,no,142,yes,no,unknown
10677,59,management,divorced,tertiary,no,1304,no,no,unknown
10678,32,housemaid,married,primary,no,1349,yes,no,cellular
10679,67,retired,divorced,primary,no,1746,no,no,cellular
10680,75,self-employed,married,unknown,no,4984,no,no,telephone
10681,43,blue-collar,married,secondary,no,2160,no,no,cellular
10682,51,technician,married,secondary,no,130,no,no,cellular
10683,31,technician,single,secondary,no,1970,no,no,telephone
10684,32,entrepreneur,married,secondary,no,1996,yes,no,cellular
10685,35,self-employed,single,tertiary,no,353,no,no,cellular
10686,51,technician,married,secondary,no,564,no,yes,cellular
10687,47,management,married,primary,no,2793,yes,no,telephone
10688,51,self-employed,single,secondary,no,0,no,no,cellular
10689,52,self-employed,single,primary,no,217,no,yes,cellular
10690,29,blue-collar,married,primary,no,25,yes,no,unknown
10691,33,technician,married,secondary,no,480,yes,no,cellular
10692,41,blue-collar,married,secondary,no,2689,yes,no,cellular
10693,43,admin.,married,secondary,no,59,yes,no,cellular
10694,40,management,married,tertiary,no,24450,no,no,cellular
10695,38,services,married,secondary,no,-349,yes,no,cellular
10696,43,technician,single,secondary,no,1462,no,no,unknown
10697,39,management,single,tertiary,no,3840,yes,no,cellular
10698,34,admin.,single,secondary,no,88,yes,no,unknown
10699,29,admin.,single,secondary,no,260,yes,no,cellular
10700,25,student,single,tertiary,no,326,no,no,cellular
10701,35,management,married,tertiary,no,495,no,no,cellular
10702,58,services,married,secondary,no,688,no,no,cellular
10703,25,technician,single,secondary,no,139,no,yes,cellular
10704,46,blue-collar,married,secondary,no,536,yes,no,unknown
10705,54,management,married,tertiary,no,1624,no,no,cellular
10706,34,services,married,secondary,no,1337,no,no,cellular
10707,21,student,single,secondary,no,2488,no,no,cellular
10708,53,management,married,tertiary,no,6571,no,no,cellular
10709,39,self-employed,married,secondary,no,4722,yes,no,unknown
10710,40,blue-collar,married,secondary,no,1938,yes,no,cellular
10711,49,services,married,secondary,no,486,yes,yes,unknown
10712,26,technician,single,secondary,no,941,no,yes,cellular
10713,55,retired,married,primary,no,1821,no,no,cellular
10714,34,technician,single,secondary,no,1279,yes,no,cellular
10715,53,admin.,married,secondary,no,1796,no,no,telephone
10716,36,blue-collar,married,primary,no,409,yes,no,unknown
10717,30,technician,single,tertiary,no,0,yes,no,cellular
10718,38,entrepreneur,married,tertiary,no,0,no,no,cellular
10719,24,blue-collar,married,secondary,no,-389,yes,yes,unknown
10720,30,services,single,secondary,no,1510,yes,no,cellular
10721,31,blue-collar,divorced,secondary,no,0,yes,yes,cellular
10722,34,management,single,tertiary,no,2633,yes,no,cellular
10723,44,blue-collar,married,unknown,no,1529,yes,no,cellular
10724,36,blue-collar,married,secondary,no,418,yes,yes,cellular
10725,33,management,married,tertiary,no,1064,yes,no,cellular
10726,59,retired,divorced,primary,no,20,no,no,cellular
10727,39,unemployed,single,secondary,no,-114,yes,no,cellular
10728,36,student,single,tertiary,no,129,no,no,cellular
10729,35,technician,single,secondary,no,196,yes,no,cellular
10730,30,services,single,secondary,no,0,yes,no,cellular
10731,45,blue-collar,married,primary,no,2388,no,no,cellular
10732,41,admin.,married,secondary,no,124,yes,no,cellular
10733,39,blue-collar,married,primary,no,70,no,no,unknown
10734,45,admin.,married,secondary,no,236,no,no,cellular
10735,41,technician,married,secondary,no,-378,yes,no,cellular
10736,29,management,single,tertiary,no,224,yes,no,cellular
10737,33,management,single,tertiary,no,275,no,no,cellular
10738,43,blue-collar,married,secondary,no,1311,yes,no,unknown
10739,42,entrepreneur,married,unknown,no,206,yes,no,cellular
10740,45,technician,married,tertiary,no,377,yes,no,unknown
10741,42,management,married,tertiary,no,386,yes,no,unknown
10742,48,management,married,tertiary,no,1167,yes,yes,cellular
10743,42,blue-collar,married,secondary,no,879,yes,no,cellular
10744,34,admin.,married,tertiary,no,788,yes,no,cellular
10745,62,management,married,tertiary,no,0,no,no,cellular
10746,42,management,married,tertiary,no,478,no,yes,cellular
10747,43,management,divorced,tertiary,no,666,no,no,cellular
10748,53,blue-collar,married,primary,no,5603,no,no,cellular
10749,73,retired,married,tertiary,no,448,no,no,cellular
10750,31,self-employed,single,tertiary,no,84,no,no,cellular
10751,37,management,married,tertiary,no,255,no,no,cellular
10752,54,admin.,married,tertiary,no,184,no,no,unknown
10753,23,services,single,secondary,no,870,no,no,cellular
10754,38,services,married,secondary,no,173,yes,no,unknown
10755,28,admin.,single,secondary,no,261,yes,yes,cellular
10756,36,management,single,tertiary,no,3850,yes,no,cellular
10757,33,management,married,tertiary,no,1514,no,no,cellular
10758,31,technician,single,tertiary,no,454,no,no,cellular
10759,25,management,single,tertiary,no,490,no,no,cellular
10760,40,technician,divorced,secondary,no,275,no,no,cellular
10761,45,blue-collar,married,secondary,no,2071,no,yes,telephone
10762,40,blue-collar,married,primary,no,236,yes,no,unknown
10763,48,technician,single,secondary,no,-92,yes,no,cellular
10764,28,unemployed,single,tertiary,no,497,yes,no,cellular
10765,61,self-employed,married,tertiary,no,10861,no,no,cellular
10766,40,management,married,tertiary,no,4539,no,no,cellular
10767,33,housemaid,married,primary,no,2054,no,no,cellular
10768,42,housemaid,married,primary,no,4279,yes,no,cellular
10769,51,housemaid,married,primary,no,289,no,no,unknown
10770,58,technician,married,unknown,no,49,yes,no,unknown
10771,70,retired,married,primary,no,3782,no,no,cellular
10772,52,management,married,tertiary,no,499,no,no,cellular
10773,44,technician,married,tertiary,no,717,no,no,cellular
10774,32,admin.,married,secondary,no,35,no,no,cellular
10775,46,admin.,married,secondary,no,171,yes,yes,cellular
10776,57,housemaid,married,primary,no,260,yes,no,unknown
10777,46,management,divorced,tertiary,no,1329,no,no,cellular
10778,27,blue-collar,single,tertiary,no,567,no,no,cellular
10779,31,blue-collar,married,primary,no,0,yes,yes,unknown
10780,23,student,single,secondary,no,1234,no,no,cellular
10781,45,management,married,primary,no,4629,no,no,telephone
10782,30,blue-collar,single,secondary,no,522,no,no,cellular
10783,31,management,single,tertiary,no,5691,yes,no,cellular
10784,31,technician,single,secondary,no,433,no,no,cellular
10785,31,admin.,single,secondary,no,0,yes,no,cellular
10786,36,technician,single,secondary,no,7503,yes,no,unknown
10787,41,management,divorced,unknown,no,465,yes,no,cellular
10788,29,self-employed,married,secondary,no,123,no,yes,cellular
10789,31,services,single,secondary,no,6374,yes,no,unknown
10790,42,services,married,primary,no,473,yes,no,cellular
10791,40,blue-collar,married,secondary,no,679,yes,no,cellular
10792,37,blue-collar,married,primary,no,89,no,yes,telephone
10793,43,technician,divorced,secondary,no,6835,no,no,unknown
10794,56,housemaid,divorced,secondary,no,1866,no,yes,cellular
10795,34,technician,single,secondary,no,16,no,no,cellular
10796,42,management,single,tertiary,no,11891,no,no,cellular
10797,54,services,married,secondary,no,4482,yes,no,unknown
10798,29,management,married,tertiary,no,314,no,no,unknown
10799,45,blue-collar,divorced,secondary,no,756,yes,no,unknown
10800,32,management,divorced,tertiary,no,883,yes,no,cellular
10801,38,technician,single,tertiary,no,1101,no,no,cellular
10802,24,management,single,tertiary,no,393,no,no,cellular
10803,34,services,single,secondary,no,1239,yes,no,unknown
10804,24,student,single,secondary,no,1925,no,no,cellular
10805,44,management,married,unknown,no,282,no,no,cellular
10806,36,blue-collar,divorced,primary,no,-308,yes,no,cellular
10807,51,services,married,unknown,no,3413,no,no,cellular
10808,45,admin.,divorced,secondary,no,59,yes,no,cellular
10809,47,unknown,married,unknown,no,194,no,no,cellular
10810,51,management,married,tertiary,no,-3,no,no,cellular
10811,29,admin.,single,secondary,no,266,yes,no,cellular
10812,29,blue-collar,married,secondary,no,-565,yes,no,unknown
10813,40,entrepreneur,married,secondary,no,1238,yes,no,telephone
10814,32,management,single,secondary,no,1088,yes,no,cellular
10815,28,management,single,tertiary,no,187,no,no,cellular
10816,52,admin.,divorced,secondary,no,48,no,yes,cellular
10817,58,retired,divorced,tertiary,no,499,yes,yes,cellular
10818,26,blue-collar,single,tertiary,no,644,no,no,cellular
10819,32,services,single,secondary,no,2615,no,no,cellular
10820,34,services,single,tertiary,no,371,no,no,unknown
10821,35,blue-collar,married,secondary,no,698,yes,yes,unknown
10822,47,blue-collar,married,primary,no,113,yes,no,unknown
10823,40,management,married,tertiary,no,0,yes,no,cellular
10824,50,admin.,married,secondary,no,706,yes,no,cellular
10825,54,management,married,tertiary,no,6525,yes,no,cellular
10826,54,retired,single,secondary,no,129,no,yes,cellular
10827,48,unemployed,single,tertiary,no,3229,no,no,unknown
10828,39,technician,married,secondary,no,603,no,yes,cellular
10829,28,blue-collar,married,secondary,no,-185,yes,yes,unknown
10830,40,admin.,married,primary,no,72,yes,yes,cellular
10831,40,blue-collar,single,primary,no,1780,no,yes,unknown
10832,73,retired,married,primary,no,796,no,no,cellular
10833,33,technician,single,tertiary,no,0,yes,no,cellular
10834,40,entrepreneur,married,tertiary,no,-164,no,no,cellular
10835,53,admin.,married,secondary,no,109,no,no,telephone
10836,39,housemaid,married,primary,no,34,yes,no,cellular
10837,34,blue-collar,married,secondary,no,405,yes,no,unknown
10838,52,blue-collar,married,primary,no,66653,no,no,cellular
10839,40,housemaid,divorced,secondary,no,108,no,no,unknown
10840,42,unemployed,married,secondary,no,1289,no,no,cellular
10841,29,admin.,married,tertiary,no,167,yes,yes,cellular
10842,30,admin.,single,secondary,no,585,no,yes,cellular
10843,40,blue-collar,married,primary,no,7831,yes,no,unknown
10844,35,blue-collar,single,secondary,no,142,yes,no,cellular
10845,34,management,single,tertiary,no,0,yes,no,unknown
10846,36,management,married,tertiary,no,4,no,yes,cellular
10847,25,management,single,tertiary,no,3,yes,yes,cellular
10848,32,technician,single,tertiary,no,6281,yes,no,unknown
10849,31,management,single,tertiary,no,3384,no,no,cellular
10850,28,blue-collar,married,primary,no,-55,yes,no,unknown
10851,40,admin.,married,secondary,no,1597,yes,no,unknown
10852,41,management,married,tertiary,no,-412,yes,no,cellular
10853,25,student,single,unknown,no,722,no,no,telephone
10854,26,admin.,single,secondary,no,255,no,no,cellular
10855,22,student,single,secondary,no,64,no,no,cellular
10856,31,self-employed,single,tertiary,no,2589,no,no,cellular
10857,77,management,married,unknown,no,1780,yes,no,cellular
10858,34,technician,single,tertiary,no,2671,no,no,cellular
10859,29,technician,single,secondary,no,309,yes,no,unknown
10860,32,blue-collar,married,secondary,no,130,yes,no,cellular
10861,37,technician,single,tertiary,no,0,yes,no,cellular
10862,46,services,married,secondary,no,2948,no,no,cellular
10863,29,technician,single,tertiary,no,673,yes,no,cellular
10864,30,technician,single,secondary,no,426,yes,no,telephone
10865,42,services,married,secondary,no,115,yes,yes,cellular
10866,31,student,single,tertiary,no,4951,no,no,cellular
10867,34,admin.,married,secondary,no,48,yes,no,cellular
10868,37,technician,married,secondary,no,1824,yes,no,cellular
10869,35,unemployed,single,tertiary,no,415,no,no,cellular
10870,58,retired,married,secondary,no,35,no,no,cellular
10871,32,management,single,tertiary,no,1134,no,no,cellular
10872,33,services,single,secondary,no,772,yes,no,cellular
10873,31,admin.,single,secondary,no,19,yes,no,cellular
10874,41,services,married,tertiary,no,881,no,no,cellular
10875,28,self-employed,single,tertiary,no,442,no,no,cellular
10876,34,admin.,divorced,secondary,no,1085,no,no,cellular
10877,35,technician,married,secondary,no,4922,yes,no,cellular
10878,43,blue-collar,married,secondary,no,2160,no,no,cellular
10879,36,blue-collar,married,secondary,no,4438,yes,no,unknown
10880,36,blue-collar,married,unknown,no,722,yes,no,unknown
10881,67,retired,divorced,tertiary,no,443,no,no,cellular
10882,37,services,single,tertiary,no,223,yes,no,unknown
10883,33,management,married,tertiary,no,1778,no,no,cellular
10884,54,retired,married,secondary,no,-152,yes,yes,unknown
10885,44,management,married,tertiary,no,105,yes,no,unknown
10886,29,student,single,secondary,no,78,no,no,cellular
10887,21,student,single,unknown,no,200,no,no,unknown
10888,26,admin.,single,secondary,no,-12,yes,no,unknown
10889,55,admin.,divorced,secondary,no,1693,no,no,cellular
10890,29,admin.,single,secondary,no,306,yes,no,cellular
10891,28,self-employed,married,tertiary,no,0,yes,no,cellular
10892,29,management,single,tertiary,no,572,no,no,cellular
10893,47,technician,married,tertiary,no,2155,no,no,unknown
10894,35,management,married,tertiary,no,62,no,no,cellular
10895,44,management,married,tertiary,no,70,no,no,cellular
10896,35,management,single,tertiary,no,687,yes,no,unknown
10897,36,unemployed,divorced,primary,no,0,no,no,telephone
10898,39,admin.,married,secondary,no,0,no,no,cellular
10899,72,retired,married,primary,no,763,no,no,cellular
10900,41,admin.,married,secondary,no,-76,yes,no,cellular
10901,39,services,married,secondary,no,117,yes,no,cellular
10902,50,blue-collar,divorced,secondary,no,204,yes,yes,unknown
10903,54,technician,married,primary,no,3067,yes,no,telephone
10904,47,blue-collar,married,secondary,no,2548,yes,no,cellular
10905,35,management,single,tertiary,no,68,no,no,unknown
10906,29,student,single,secondary,no,1925,no,no,cellular
10907,32,management,single,tertiary,no,0,yes,no,cellular
10908,52,management,married,tertiary,no,6,no,no,telephone
10909,37,admin.,divorced,tertiary,no,-65,no,no,cellular
10910,31,admin.,single,secondary,no,430,yes,no,cellular
10911,30,technician,single,secondary,no,-522,yes,yes,cellular
10912,53,management,divorced,tertiary,no,50,yes,no,cellular
10913,31,management,married,tertiary,no,1032,no,no,cellular
10914,37,technician,married,secondary,no,5953,no,no,cellular
10915,33,technician,married,tertiary,no,8023,no,no,cellular
10916,49,management,married,tertiary,no,85,yes,no,cellular
10917,60,retired,divorced,tertiary,no,4,yes,no,cellular
10918,58,services,married,secondary,no,12180,no,no,unknown
10919,23,housemaid,married,tertiary,no,66,yes,no,cellular
10920,33,blue-collar,single,secondary,no,498,no,no,cellular
10921,20,student,single,unknown,no,801,no,no,cellular
10922,55,retired,married,tertiary,no,101,yes,no,cellular
10923,53,services,divorced,secondary,no,765,yes,no,cellular
10924,30,technician,single,secondary,no,925,no,no,cellular
10925,40,services,married,secondary,no,0,yes,yes,cellular
10926,34,technician,single,tertiary,no,370,no,no,cellular
10927,76,retired,married,tertiary,no,2991,no,no,cellular
10928,55,retired,married,secondary,no,0,no,no,cellular
10929,29,technician,single,secondary,no,307,yes,no,cellular
10930,31,admin.,married,secondary,no,35,no,no,cellular
10931,27,technician,single,secondary,no,2,yes,yes,cellular
10932,53,technician,married,secondary,no,65,no,no,cellular
10933,34,blue-collar,married,primary,no,3868,yes,no,cellular
10934,57,technician,married,secondary,no,458,no,yes,cellular
10935,42,blue-collar,single,secondary,no,1080,yes,yes,cellular
10936,54,technician,divorced,tertiary,no,2133,no,no,cellular
10937,29,management,single,tertiary,no,0,yes,no,unknown
10938,56,management,divorced,tertiary,no,382,no,no,cellular
10939,76,retired,married,primary,no,3324,no,no,cellular
10940,56,management,married,tertiary,no,94,no,no,cellular
10941,49,management,married,tertiary,no,561,no,no,cellular
10942,31,management,married,tertiary,no,1331,no,no,cellular
10943,41,student,single,secondary,no,1934,yes,no,cellular
10944,48,blue-collar,married,secondary,no,863,yes,no,telephone
10945,41,blue-collar,married,primary,no,143,yes,yes,unknown
10946,32,unemployed,single,secondary,no,1026,yes,no,cellular
10947,37,management,single,tertiary,no,72,yes,yes,cellular
10948,30,student,married,tertiary,no,324,no,no,cellular
10949,46,technician,married,secondary,no,363,yes,no,cellular
10950,47,services,married,secondary,no,-150,no,no,cellular
10951,31,services,single,secondary,no,181,no,no,cellular
10952,52,technician,married,tertiary,no,876,no,no,cellular
10953,39,management,single,tertiary,no,0,yes,no,cellular
10954,31,admin.,married,secondary,no,368,yes,no,cellular
10955,58,blue-collar,married,secondary,no,381,no,no,cellular
10956,37,management,married,tertiary,no,586,yes,no,cellular
10957,31,management,single,tertiary,no,0,yes,yes,cellular
10958,59,blue-collar,married,primary,no,-546,no,no,cellular
10959,37,management,single,tertiary,no,102,yes,no,cellular
10960,52,management,married,tertiary,no,1453,no,no,telephone
10961,46,blue-collar,married,primary,no,874,no,no,cellular
10962,27,technician,single,secondary,no,337,no,no,unknown
10963,34,blue-collar,married,secondary,no,640,yes,no,cellular
10964,26,technician,single,secondary,no,84,yes,no,cellular
10965,35,admin.,single,secondary,no,182,yes,no,unknown
10966,33,admin.,single,tertiary,no,272,yes,no,cellular
10967,66,retired,married,secondary,no,995,no,no,cellular
10968,25,admin.,single,secondary,no,96,yes,no,unknown
10969,57,admin.,married,secondary,no,6005,yes,no,cellular
10970,52,management,single,tertiary,no,83,no,no,cellular
10971,41,technician,single,tertiary,no,431,no,no,cellular
10972,64,retired,married,tertiary,no,1644,no,no,telephone
10973,32,blue-collar,married,secondary,yes,-53,yes,no,cellular
10974,41,technician,married,tertiary,no,0,no,no,unknown
10975,56,services,single,secondary,no,-40,yes,no,cellular
10976,41,technician,married,tertiary,no,515,no,no,cellular
10977,35,admin.,single,secondary,no,321,no,no,cellular
10978,35,management,married,tertiary,no,323,no,no,cellular
10979,29,management,single,tertiary,no,1218,no,no,cellular
10980,37,self-employed,married,tertiary,no,0,no,no,unknown
10981,28,blue-collar,single,secondary,no,3817,yes,no,cellular
10982,34,blue-collar,married,unknown,no,568,yes,no,cellular
10983,40,management,married,tertiary,no,7780,no,no,telephone
10984,52,management,married,tertiary,no,1944,yes,no,cellular
10985,32,student,single,secondary,no,14,no,no,cellular
10986,53,housemaid,divorced,secondary,no,292,no,no,unknown
10987,30,admin.,single,secondary,no,523,no,yes,cellular
10988,47,technician,married,tertiary,no,4568,no,no,unknown
10989,45,unemployed,married,primary,no,0,yes,no,cellular
10990,33,management,single,tertiary,no,312,no,no,cellular
10991,59,management,divorced,tertiary,no,81,no,no,cellular
10992,32,blue-collar,married,secondary,no,320,yes,yes,cellular
